IDENTIFICADOR,NOMBRE,ZONA,MUNICIPIO,CLASIFICA,A_O_CONF,N_LOTES,POBLACION,AGUA,ENERGIA,DRENAJE,TENENCIA,TOKEN,ID_SPS,X_COORD,Y_COORD,KEY,poligono,poligono_geojson
1,"Anexo La Planta, El Esfuerzo",12,Villa Nueva,Asentamiento,1998,29,180,Sí,Sí,No,Sí,635933,42,-90.563810,14.546284,16,"MULTIPOLYGON(((-90.5638192008996 14.5454064329742,-90.5636624257214 14.5453885406463,-90.5637062484899 14.5454374054004,-90.563779380671 14.5455858242647,-90.5638756788546 14.545810511541,-90.5639432242085 14.5462638704181,-90.5640927289177 14.5467901664395,-90.5642091482501 14.5470225560032,-90.5642001621039 14.5471447365268,-90.564142692773 14.5472656601008,-90.5640682458154 14.5472426420728,-90.5639741419564 14.5471591168898,-90.56385680054 14.5469562896361,-90.5637915026402 14.5467761423436,-90.5636577960531 14.5465063584041,-90.563651995564 14.5464890982096,-90.5636435817067 14.5464587931762,-90.5636263990801 14.5464129335599,-90.5636175806998 14.5463970974113,-90.5636118127808 14.5463850976625,-90.5636170123815 14.5461726348308,-90.5636154994646 14.5461449808921,-90.563613337822 14.5461296148888,-90.5636058039087 14.5461037751192,-90.5635967614184 14.5460556257349,-90.5635920254634 14.5460370897289,-90.5635875869217 14.5460165632094,-90.5635834919028 14.5459921023033,-90.5635057552499 14.5457764642832,-90.5634665221266 14.5456852017814,-90.563467670031 14.5456748792258,-90.5634695677524 14.5456578137803,-90.5634729359353 14.5456275248869,-90.5634744135531 14.545614237168,-90.5634664285808 14.5455255272662,-90.5634587397919 14.5455045227102,-90.5634551176908 14.5454925822193,-90.5634419530952 14.5454760767058,-90.5634328670218 14.5454681254278,-90.5634234350221 14.5454631681745,-90.5634206649176 14.5454459676021,-90.5635652459165 14.5453620836919,-90.5636951022757 14.5453635319168,-90.5638192008996 14.5454064329742)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5638192008996,14.5454064329742],[-90.5636624257214,14.5453885406463],[-90.5637062484899,14.5454374054004],[-90.563779380671,14.5455858242647],[-90.5638756788546,14.545810511541],[-90.5639432242085,14.5462638704181],[-90.5640927289177,14.5467901664395],[-90.5642091482501,14.5470225560032],[-90.5642001621039,14.5471447365268],[-90.564142692773,14.5472656601008],[-90.5640682458154,14.5472426420728],[-90.5639741419564,14.5471591168898],[-90.56385680054,14.5469562896361],[-90.5637915026402,14.5467761423436],[-90.5636577960531,14.5465063584041],[-90.563651995564,14.5464890982096],[-90.5636435817067,14.5464587931762],[-90.5636263990801,14.5464129335599],[-90.5636175806998,14.5463970974113],[-90.5636118127808,14.5463850976625],[-90.5636170123815,14.5461726348308],[-90.5636154994646,14.5461449808921],[-90.563613337822,14.5461296148888],[-90.5636058039087,14.5461037751192],[-90.5635967614184,14.5460556257349],[-90.5635920254634,14.5460370897289],[-90.5635875869217,14.5460165632094],[-90.5635834919028,14.5459921023033],[-90.5635057552499,14.5457764642832],[-90.5634665221266,14.5456852017814],[-90.563467670031,14.5456748792258],[-90.5634695677524,14.5456578137803],[-90.5634729359353,14.5456275248869],[-90.5634744135531,14.545614237168],[-90.5634664285808,14.5455255272662],[-90.5634587397919,14.5455045227102],[-90.5634551176908,14.5454925822193],[-90.5634419530952,14.5454760767058],[-90.5634328670218,14.5454681254278],[-90.5634234350221,14.5454631681745],[-90.5634206649176,14.5454459676021],[-90.5635652459165,14.5453620836919],[-90.5636951022757,14.5453635319168],[-90.5638192008996,14.5454064329742]]]]}"
2,Ampliación El Solano,2,Villa Nueva,Aldea,Antes de 1950,950,13225,Sí,No,Sí,Sí,1,20,-90.583568,14.550058,17,"MULTIPOLYGON(((-90.5797771949547 14.5477106543646,-90.5819228237255 14.5476907547041,-90.582656322296 14.5476507063005,-90.5834762803313 14.547600535949,-90.584276270401 14.5476212914138,-90.5846378042122 14.5477942766259,-90.5853095078499 14.5482232111929,-90.5869708361374 14.5502221700811,-90.5878301157105 14.5511398387453,-90.5883282037966 14.5515307913401,-90.589117016801 14.5520337358068,-90.5899168280733 14.552233012092,-90.5912760678777 14.5524964391382,-90.5914880187165 14.5527785215732,-90.5914136646375 14.5530028017275,-90.5912348530522 14.5529920474973,-90.5909399662215 14.5528522786218,-90.590536262733 14.5528483390442,-90.590143444881 14.5528537063877,-90.5896712346104 14.5529307556644,-90.5893049457341 14.5529461561702,-90.589017063076 14.5529868341412,-90.5889063024133 14.5530824423363,-90.5887500496329 14.5535348901642,-90.5885803753661 14.5535824319826,-90.5883660511835 14.5533802864411,-90.58835535295 14.5531686933791,-90.5883982992451 14.5528378146156,-90.588551548976 14.5525833215206,-90.588424764342 14.5524172656876,-90.5878948299306 14.5520669035013,-90.5875167200696 14.551694241772,-90.5870105640144 14.5511444653372,-90.5866895898299 14.550777478672,-90.5864652504622 14.5505107104428,-90.5863768346147 14.5503151733416,-90.5861163900901 14.5499002500081,-90.5858729449843 14.5495999716823,-90.5857200021238 14.5493641999775,-90.5856902332802 14.5493513485381,-90.5856393002784 14.5493373558671,-90.5855985115903 14.5493254172082,-90.5855373452991 14.5493064917049,-90.5854959832402 14.5492832639809,-90.5854548373828 14.5492601571089,-90.5854024055056 14.5492129427235,-90.5853596253215 14.5491586552344,-90.5853158167339 14.5490840032104,-90.5848842747298 14.5485831187069,-90.5841166431987 14.548137867464,-90.5838100362125 14.5481294218055,-90.5833779398414 14.5481666312801,-90.5829468955262 14.5487283384635,-90.5825529612189 14.5487500826107,-90.5821624900069 14.5485872556249,-90.5818403834707 14.5484215619686,-90.5814420241514 14.5485947693372,-90.5810162676452 14.5487809801074,-90.5807105455092 14.5487470230856,-90.5806720927509 14.5489893635636,-90.5809554760787 14.5494929141098,-90.5813484702521 14.5498306560838,-90.5820229564693 14.5501419369123,-90.5821591970247 14.5502666642933,-90.582441961896 14.5503554209733,-90.5826700081444 14.5504070956997,-90.5829415837257 14.5505455141477,-90.5831132876923 14.5507981993776,-90.5834091198075 14.5509113855892,-90.5839689180346 14.551088636741,-90.5842138095984 14.551382538356,-90.5844092607987 14.5517153816139,-90.5844096703664 14.5518727376563,-90.5843885788906 14.552037995613,-90.5842723318693 14.5520973586812,-90.5840306640337 14.5521221710771,-90.5837888212423 14.5520984540311,-90.5836408021678 14.5521285682653,-90.5835525486043 14.5520015576203,-90.5834711020127 14.5518442858222,-90.5833895079792 14.551679521109,-90.5831591113936 14.5515405749061,-90.5828657421423 14.5514080296426,-90.582402192063 14.5513024226367,-90.5821247680614 14.551269351909,-90.5817682878954 14.5511838422866,-90.5814035153983 14.5511591182519,-90.5812265038692 14.5512934121956,-90.5811199240093 14.5516539187012,-90.5809790028931 14.5517819216902,-90.5809850910435 14.5516508251397,-90.5808448691759 14.551525858066,-90.5808665938794 14.5513860674746,-90.5808019455849 14.5511606924124,-90.5807220344481 14.5508892463927,-90.5804965561715 14.550784617421,-90.5802846742569 14.5507525679932,-90.5800894352175 14.5507216743135,-90.5799110023141 14.5505582088501,-90.5798811979247 14.5503352299345,-90.5797014004786 14.5501943837759,-90.579583218248 14.5499910769532,-90.5794401906389 14.5498614373073,-90.5793284896076 14.5497387848772,-90.5791037003496 14.5495617942408,-90.5785121503623 14.5497182627391,-90.5787290683661 14.5492814746349,-90.5791728429576 14.5486894295351,-90.5797771949547 14.5477106543646)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5797771949547,14.5477106543646],[-90.5819228237255,14.5476907547041],[-90.582656322296,14.5476507063005],[-90.5834762803313,14.547600535949],[-90.584276270401,14.5476212914138],[-90.5846378042122,14.5477942766259],[-90.5853095078499,14.5482232111929],[-90.5869708361374,14.5502221700811],[-90.5878301157105,14.5511398387453],[-90.5883282037966,14.5515307913401],[-90.589117016801,14.5520337358068],[-90.5899168280733,14.552233012092],[-90.5912760678777,14.5524964391382],[-90.5914880187165,14.5527785215732],[-90.5914136646375,14.5530028017275],[-90.5912348530522,14.5529920474973],[-90.5909399662215,14.5528522786218],[-90.590536262733,14.5528483390442],[-90.590143444881,14.5528537063877],[-90.5896712346104,14.5529307556644],[-90.5893049457341,14.5529461561702],[-90.589017063076,14.5529868341412],[-90.5889063024133,14.5530824423363],[-90.5887500496329,14.5535348901642],[-90.5885803753661,14.5535824319826],[-90.5883660511835,14.5533802864411],[-90.58835535295,14.5531686933791],[-90.5883982992451,14.5528378146156],[-90.588551548976,14.5525833215206],[-90.588424764342,14.5524172656876],[-90.5878948299306,14.5520669035013],[-90.5875167200696,14.551694241772],[-90.5870105640144,14.5511444653372],[-90.5866895898299,14.550777478672],[-90.5864652504622,14.5505107104428],[-90.5863768346147,14.5503151733416],[-90.5861163900901,14.5499002500081],[-90.5858729449843,14.5495999716823],[-90.5857200021238,14.5493641999775],[-90.5856902332802,14.5493513485381],[-90.5856393002784,14.5493373558671],[-90.5855985115903,14.5493254172082],[-90.5855373452991,14.5493064917049],[-90.5854959832402,14.5492832639809],[-90.5854548373828,14.5492601571089],[-90.5854024055056,14.5492129427235],[-90.5853596253215,14.5491586552344],[-90.5853158167339,14.5490840032104],[-90.5848842747298,14.5485831187069],[-90.5841166431987,14.548137867464],[-90.5838100362125,14.5481294218055],[-90.5833779398414,14.5481666312801],[-90.5829468955262,14.5487283384635],[-90.5825529612189,14.5487500826107],[-90.5821624900069,14.5485872556249],[-90.5818403834707,14.5484215619686],[-90.5814420241514,14.5485947693372],[-90.5810162676452,14.5487809801074],[-90.5807105455092,14.5487470230856],[-90.5806720927509,14.5489893635636],[-90.5809554760787,14.5494929141098],[-90.5813484702521,14.5498306560838],[-90.5820229564693,14.5501419369123],[-90.5821591970247,14.5502666642933],[-90.582441961896,14.5503554209733],[-90.5826700081444,14.5504070956997],[-90.5829415837257,14.5505455141477],[-90.5831132876923,14.5507981993776],[-90.5834091198075,14.5509113855892],[-90.5839689180346,14.551088636741],[-90.5842138095984,14.551382538356],[-90.5844092607987,14.5517153816139],[-90.5844096703664,14.5518727376563],[-90.5843885788906,14.552037995613],[-90.5842723318693,14.5520973586812],[-90.5840306640337,14.5521221710771],[-90.5837888212423,14.5520984540311],[-90.5836408021678,14.5521285682653],[-90.5835525486043,14.5520015576203],[-90.5834711020127,14.5518442858222],[-90.5833895079792,14.551679521109],[-90.5831591113936,14.5515405749061],[-90.5828657421423,14.5514080296426],[-90.582402192063,14.5513024226367],[-90.5821247680614,14.551269351909],[-90.5817682878954,14.5511838422866],[-90.5814035153983,14.5511591182519],[-90.5812265038692,14.5512934121956],[-90.5811199240093,14.5516539187012],[-90.5809790028931,14.5517819216902],[-90.5809850910435,14.5516508251397],[-90.5808448691759,14.551525858066],[-90.5808665938794,14.5513860674746],[-90.5808019455849,14.5511606924124],[-90.5807220344481,14.5508892463927],[-90.5804965561715,14.550784617421],[-90.5802846742569,14.5507525679932],[-90.5800894352175,14.5507216743135],[-90.5799110023141,14.5505582088501],[-90.5798811979247,14.5503352299345],[-90.5797014004786,14.5501943837759],[-90.579583218248,14.5499910769532],[-90.5794401906389,14.5498614373073],[-90.5793284896076,14.5497387848772],[-90.5791037003496,14.5495617942408],[-90.5785121503623,14.5497182627391],[-90.5787290683661,14.5492814746349],[-90.5791728429576,14.5486894295351],[-90.5797771949547,14.5477106543646]]]]}"
3,Bosques del Milagro,2,Villa Nueva,Asentamiento,1999,20,300,Sí,Sí,Sí,Sí,1,33,-90.579249,14.550138,18,"MULTIPOLYGON(((-90.5793208903113 14.5497340656661,-90.5793865310266 14.549834953096,-90.5795298696639 14.5499525023848,-90.5796013985741 14.5500727220911,-90.5796289767472 14.5501991728337,-90.5796297126886 14.55033294312,-90.5794991430204 14.5504386004924,-90.5793548104452 14.5505020050328,-90.5792688324388 14.5505210617265,-90.5791469461248 14.5505719583586,-90.5791233085177 14.5505688439736,-90.5791025546629 14.5505561883424,-90.5790920048845 14.5505466614494,-90.5790814321501 14.5505371137863,-90.5790603719199 14.5505211562476,-90.5790534377652 14.5505179581235,-90.5790361531916 14.550511553031,-90.5789832591037 14.5504439090837,-90.5789758963838 14.5504277217625,-90.5789720204688 14.5504147522767,-90.5789537223527 14.5503789709682,-90.5789464331565 14.5503659195094,-90.578919196236 14.5502806481669,-90.5789153600122 14.5501880117199,-90.5789250962928 14.5500912008855,-90.5789394585295 14.5500205642835,-90.5789894450319 14.5499076032019,-90.5790467978602 14.5498145386908,-90.5790415977964 14.5497331605035,-90.5791624833234 14.5496118425602,-90.5793208903113 14.5497340656661)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5793208903113,14.5497340656661],[-90.5793865310266,14.549834953096],[-90.5795298696639,14.5499525023848],[-90.5796013985741,14.5500727220911],[-90.5796289767472,14.5501991728337],[-90.5796297126886,14.55033294312],[-90.5794991430204,14.5504386004924],[-90.5793548104452,14.5505020050328],[-90.5792688324388,14.5505210617265],[-90.5791469461248,14.5505719583586],[-90.5791233085177,14.5505688439736],[-90.5791025546629,14.5505561883424],[-90.5790920048845,14.5505466614494],[-90.5790814321501,14.5505371137863],[-90.5790603719199,14.5505211562476],[-90.5790534377652,14.5505179581235],[-90.5790361531916,14.550511553031],[-90.5789832591037,14.5504439090837],[-90.5789758963838,14.5504277217625],[-90.5789720204688,14.5504147522767],[-90.5789537223527,14.5503789709682],[-90.5789464331565,14.5503659195094],[-90.578919196236,14.5502806481669],[-90.5789153600122,14.5501880117199],[-90.5789250962928,14.5500912008855],[-90.5789394585295,14.5500205642835],[-90.5789894450319,14.5499076032019],[-90.5790467978602,14.5498145386908],[-90.5790415977964,14.5497331605035],[-90.5791624833234,14.5496118425602],[-90.5793208903113,14.5497340656661]]]]}"
4,Éxodo,12,Villa Nueva,,,0,0,,,,,,,-90.564390,14.553833,19,"MULTIPOLYGON(((-90.5651847554673 14.5523899297926,-90.5649228970721 14.5545953151417,-90.5647868077509 14.5561102290511,-90.5641733875086 14.5560890354527,-90.5639255174174 14.5558602507481,-90.5639894995929 14.5556978798833,-90.5640169221609 14.5555724498855,-90.5641527187881 14.5551232885813,-90.5642607065849 14.554819181617,-90.5642701812801 14.5544024672095,-90.5640716475614 14.5540204319823,-90.56385246523 14.553948353709,-90.5636404198502 14.5536063439289,-90.5635569259293 14.5533183101324,-90.5634547997575 14.5530282961693,-90.5634825479894 14.5527694468669,-90.5634825209924 14.5523366364756,-90.5635566566754 14.5522675474516,-90.5637042008039 14.5522557696219,-90.5647456693491 14.5522918061836,-90.5651847554673 14.5523899297926)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5651847554673,14.5523899297926],[-90.5649228970721,14.5545953151417],[-90.5647868077509,14.5561102290511],[-90.5641733875086,14.5560890354527],[-90.5639255174174,14.5558602507481],[-90.5639894995929,14.5556978798833],[-90.5640169221609,14.5555724498855],[-90.5641527187881,14.5551232885813],[-90.5642607065849,14.554819181617],[-90.5642701812801,14.5544024672095],[-90.5640716475614,14.5540204319823],[-90.56385246523,14.553948353709],[-90.5636404198502,14.5536063439289],[-90.5635569259293,14.5533183101324],[-90.5634547997575,14.5530282961693],[-90.5634825479894,14.5527694468669],[-90.5634825209924,14.5523366364756],[-90.5635566566754,14.5522675474516],[-90.5637042008039,14.5522557696219],[-90.5647456693491,14.5522918061836],[-90.5651847554673,14.5523899297926]]]]}"
5,"Unidos por la Paz, Sector 2",12,Villa Nueva,Colonia,2007,400,1500,Sí,No,No,Sí,186915,59,-90.563046,14.559359,20,"MULTIPOLYGON(((-90.5623600953621 14.5608035175266,-90.5623961399173 14.5607048056568,-90.5626548050895 14.5606205537155,-90.5625246462809 14.5603678790934,-90.5625128578614 14.5598649121831,-90.5627345968309 14.5590673611925,-90.56275413353 14.558259911709,-90.5628464210771 14.5578955550461,-90.5628084960221 14.5577543969847,-90.563141666599 14.5569818069405,-90.5631846952944 14.5568485295126,-90.5632346470792 14.5568302289622,-90.5633240418701 14.5566347879983,-90.5634567688579 14.5566850860564,-90.5633159085467 14.5572181790685,-90.563347271642 14.5573479985348,-90.5633499071943 14.5576487739911,-90.5632392021712 14.5581493759449,-90.5631387219999 14.5587169710768,-90.5633005566895 14.55917996947,-90.5632486199569 14.5596062198262,-90.563192526453 14.5597396628307,-90.5632999928633 14.5598200444821,-90.563453378375 14.559857901321,-90.5635549417322 14.5598635359011,-90.5636725482114 14.5598774196147,-90.5636941254153 14.5599605667655,-90.5636525380467 14.5599873459973,-90.5636125846321 14.5603341722435,-90.5636267482649 14.5605202419712,-90.5635897396271 14.5605464538392,-90.563603213905 14.5608646472877,-90.5632327947773 14.5610044898609,-90.5623600953621 14.5608035175266)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5623600953621,14.5608035175266],[-90.5623961399173,14.5607048056568],[-90.5626548050895,14.5606205537155],[-90.5625246462809,14.5603678790934],[-90.5625128578614,14.5598649121831],[-90.5627345968309,14.5590673611925],[-90.56275413353,14.558259911709],[-90.5628464210771,14.5578955550461],[-90.5628084960221,14.5577543969847],[-90.563141666599,14.5569818069405],[-90.5631846952944,14.5568485295126],[-90.5632346470792,14.5568302289622],[-90.5633240418701,14.5566347879983],[-90.5634567688579,14.5566850860564],[-90.5633159085467,14.5572181790685],[-90.563347271642,14.5573479985348],[-90.5633499071943,14.5576487739911],[-90.5632392021712,14.5581493759449],[-90.5631387219999,14.5587169710768],[-90.5633005566895,14.55917996947],[-90.5632486199569,14.5596062198262],[-90.563192526453,14.5597396628307],[-90.5632999928633,14.5598200444821],[-90.563453378375,14.559857901321],[-90.5635549417322,14.5598635359011],[-90.5636725482114,14.5598774196147],[-90.5636941254153,14.5599605667655],[-90.5636525380467,14.5599873459973],[-90.5636125846321,14.5603341722435],[-90.5636267482649,14.5605202419712],[-90.5635897396271,14.5605464538392],[-90.563603213905,14.5608646472877],[-90.5632327947773,14.5610044898609],[-90.5623600953621,14.5608035175266]]]]}"
6,Unidos 8 de Marzo,12,Villa Nueva,Asentamiento,2000,175,1000,Sí,No,No,Sí,186915,9,-90.563113,14.554258,21,"MULTIPOLYGON(((-90.5634362416791 14.553259488053,-90.5635272109566 14.5532487275388,-90.5635606001173 14.5533400124717,-90.5636310372598 14.5535908395976,-90.5637427490295 14.5537835407,-90.5637105788447 14.5539596678141,-90.5638882787689 14.5539648812543,-90.5639024924988 14.5539857568562,-90.5637931844812 14.5540288349866,-90.5638603004078 14.5541603593734,-90.563353821213 14.554346111797,-90.5633783338828 14.5545836960795,-90.5632519305472 14.5548551440088,-90.563251717878 14.5549607480707,-90.5632359248167 14.554998411147,-90.5631974054125 14.555058880731,-90.5632221548958 14.5551676513596,-90.5631492839078 14.5553419635575,-90.563059679526 14.5553190907289,-90.5625944846462 14.5551420702783,-90.5624172753091 14.554902573867,-90.5625487915754 14.5546154297797,-90.5627223331824 14.5542857867433,-90.5627231063214 14.5541327501462,-90.5627654035083 14.55394203652,-90.5627818908616 14.5537432326282,-90.5629043562275 14.5535247296152,-90.5631388954912 14.5532933521595,-90.5634362416791 14.553259488053)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.5634362416791,14.553259488053],[-90.5635272109566,14.5532487275388],[-90.5635606001173,14.5533400124717],[-90.5636310372598,14.5535908395976],[-90.5637427490295,14.5537835407],[-90.5637105788447,14.5539596678141],[-90.5638882787689,14.5539648812543],[-90.5639024924988,14.5539857568562],[-90.5637931844812,14.5540288349866],[-90.5638603004078,14.5541603593734],[-90.563353821213,14.554346111797],[-90.5633783338828,14.5545836960795],[-90.5632519305472,14.5548551440088],[-90.563251717878,14.5549607480707],[-90.5632359248167,14.554998411147],[-90.5631974054125,14.555058880731],[-90.5632221548958,14.5551676513596],[-90.5631492839078,14.5553419635575],[-90.563059679526,14.5553190907289],[-90.5625944846462,14.5551420702783],[-90.5624172753091,14.554902573867],[-90.5625487915754,14.5546154297797],[-90.5627223331824,14.5542857867433],[-90.5627231063214,14.5541327501462],[-90.5627654035083,14.55394203652],[-90.5627818908616,14.5537432326282],[-90.5629043562275,14.5535247296152],[-90.5631388954912,14.5532933521595],[-90.5634362416791,14.553259488053]]]]}"
7,Aldea Rancho Azul,2,Villa Nueva,Aldea,1973,80,1500,Sí,Sí,Sí,Sí,635933,41,-90.586072,14.559545,22,"MULTIPOLYGON(((-90.586747297824 14.5583867763515,-90.5869271027984 14.5583131596554,-90.5873469913638 14.5585477075919,-90.5874893720492 14.5586429479753,-90.5876262399097 14.5587335661355,-90.5879071085883 14.5592267198189,-90.5884160671275 14.5593687423539,-90.5883757394244 14.559633242109,-90.5882748640514 14.5596955459847,-90.5879996439997 14.5599422466547,-90.5876484374753 14.5600090689594,-90.5873444334397 14.5603375751937,-90.5870821256516 14.5603837206481,-90.5867945682164 14.5602214472963,-90.58641279978 14.5599824441883,-90.5863994239152 14.560555583383,-90.58630100681 14.5605138647051,-90.586118795864 14.560388875653,-90.586052127588 14.5602939973132,-90.5860225348857 14.5602658453572,-90.5857722363765 14.5602616310684,-90.5856384101814 14.5601737766711,-90.5854309824294 14.5602386496933,-90.5851115749393 14.5602445170333,-90.5848052166823 14.560258369864,-90.5845789795359 14.560429569919,-90.5842084186304 14.5606526672349,-90.5840650239792 14.5606788862649,-90.583969041157 14.5604312934935,-90.5840400087667 14.5598668788989,-90.5842128830147 14.5590094883236,-90.5845038620313 14.5589449156285,-90.5845832634358 14.5586653136272,-90.5847169297139 14.5586699731434,-90.5848040677147 14.5588661832318,-90.5855652591184 14.5588977230754,-90.5861613639183 14.559005040384,-90.5863586931323 14.558972876974,-90.5865260674269 14.5587783073812,-90.586747297824 14.5583867763515)))","{""type"":""MultiPolygon"",""coordinates"":[[[[-90.586747297824,14.5583867763515],[-90.5869271027984,14.5583131596554],[-90.5873469913638,14.5585477075919],[-90.5874893720492,14.5586429479753],[-90.5876262399097,14.5587335661355],[-90.5879071085883,14.5592267198189],[-90.5884160671275,14.5593687423539],[-90.5883757394244,14.559633242109],[-90.5882748640514,14.5596955459847],[-90.5879996439997,14.5599422466547],[-90.5876484374753,14.5600090689594],[-90.5873444334397,14.5603375751937],[-90.5870821256516,14.5603837206481],[-90.5867945682164,14.5602214472963],[-90.58641279978,14.5599824441883],[-90.5863994239152,14.560555583383],[-90.58630100681,14.5605138647051],[-90.586118795864,14.560388875653],[-90.586052127588,14.5602939973132],[-90.5860225348857,14.5602658453572],[-90.5857722363765,14.5602616310684],[-90.5856384101814,14.5601737766711],[-90.5854309824294,14.5602386496933],[-90.5851115749393,14.5602445170333],[-90.5848052166823,14.560258369864],[-90.5845789795359,14.560429569919],[-90.5842084186304,14.5606526672349],[-90.5840650239792,14.5606788862649],[-90.583969041157,14.5604312934935],[-90.5840400087667,14.5598668788989],[-90.5842128830147,14.5590094883236],[-90.5845038620313,14.5589449156285],[-90.5845832634358,14.5586653136272],[-90.5847169297139,14.5586699731434],[-90.5848040677147,14.5588661832318],[-90.5855652591184,14.5588977230754],[-90.5861613639183,14.559005040384],[-90.5863586931323,14.558972876974],[-90.5865260674269,14.5587783073812],[-90.586747297824,14.5583867763515]]]]}"
